id,title,url,reactions,created_at,updated_at,user,labels
458792329,CSS Animation Worklet API,https://api.github.com/repos/mozilla/standards-positions/issues/168,0,2019-06-20T17:57:35Z,2019-09-20T11:24:15Z,majido,w3c
457868854,Content Indexing,https://api.github.com/repos/mozilla/standards-positions/issues/166,0,2019-06-19T08:13:32Z,2020-04-21T14:30:43Z,Jxck,w3c-cg
451531875,PointerRawUpdate,https://api.github.com/repos/mozilla/standards-positions/issues/164,0,2019-06-03T14:58:01Z,2020-06-06T00:06:00Z,NavidZ,w3c
441863584,Pan/Tilt addition to MediaStream Image Capture,https://api.github.com/repos/mozilla/standards-positions/issues/159,0,2019-05-08T18:14:04Z,2019-05-08T18:54:30Z,dbaron,w3c
437887640,isInputPending API,https://api.github.com/repos/mozilla/standards-positions/issues/155,2,2019-04-27T00:40:31Z,2020-10-13T02:03:17Z,tantek,w3c-cg
436928257,SMS OTP Retriever / SMS verification / Sign up API,https://api.github.com/repos/mozilla/standards-positions/issues/152,2,2019-04-24T22:07:58Z,2020-06-23T02:15:57Z,dbaron,w3c-cg
421007178,JavaScript Standard Library Proposal (Builtin Modules),https://api.github.com/repos/mozilla/standards-positions/issues/147,0,2019-03-14T13:06:17Z,2022-05-20T10:06:31Z,annevk,ecma|proposal appears stale
404743314,content-visibility API,https://api.github.com/repos/mozilla/standards-positions/issues/135,4,2019-01-30T12:15:07Z,2020-08-06T16:11:09Z,victorporof,w3c-cg|under review
390504381,Media timed events API for MPEG DASH MPD,https://api.github.com/repos/mozilla/standards-positions/issues/122,0,2018-12-13T03:37:11Z,2018-12-13T04:38:41Z,marcoscaceres,w3c-cg
387928460,Container Queries,https://api.github.com/repos/mozilla/standards-positions/issues/118,3,2018-12-05T20:18:47Z,2022-02-09T20:16:56Z,dbaron,w3c-cg
379337748,IntersectionObserver V2: Detecting occlusion and visual effects,https://api.github.com/repos/mozilla/standards-positions/issues/109,0,2018-11-09T22:03:51Z,2019-03-29T00:20:13Z,szager-chromium,w3c
344959625,Network Error Logging (NEL),https://api.github.com/repos/mozilla/standards-positions/issues/99,0,2018-07-26T18:39:18Z,2021-10-06T08:43:43Z,digitarald,w3c
335511032,Cookie-Store API,https://api.github.com/repos/mozilla/standards-positions/issues/94,2,2018-06-25T18:06:38Z,2022-03-03T14:11:26Z,bakulf,w3c-cg
328925254,Notifications API: inline replies,https://api.github.com/repos/mozilla/standards-positions/issues/91,2,2018-06-04T06:35:13Z,2019-11-19T14:36:26Z,annevk,whatwg|proposal appears stale
321669083,RFP: Clipboard API,https://api.github.com/repos/mozilla/standards-positions/issues/89,1,2018-05-09T18:02:29Z,2021-09-29T12:55:57Z,mconca,w3c
319486557,Page Lifecycle,https://api.github.com/repos/mozilla/standards-positions/issues/87,1,2018-05-02T09:53:16Z,2021-01-30T08:56:41Z,smaug----,w3c-cg
313994723,HTML: find in page API,https://api.github.com/repos/mozilla/standards-positions/issues/83,3,2018-04-13T07:20:20Z,2019-11-19T14:36:55Z,annevk,whatwg|proposal appears stale
300820600,RFP: WebMIDI,https://api.github.com/repos/mozilla/standards-positions/issues/58,10,2018-02-27T22:38:57Z,2019-10-01T02:30:39Z,qdot,w3c
273090156,RFP: Gamepad Haptics,https://api.github.com/repos/mozilla/standards-positions/issues/49,4,2017-11-10T23:35:47Z,2021-07-13T03:59:41Z,nondebug,w3c-cg|proposal appears stale
261184780,RFP: IndexedDB Observers,https://api.github.com/repos/mozilla/standards-positions/issues/32,0,2017-09-28T03:46:02Z,2019-11-19T14:07:17Z,marcoscaceres,w3c-cg|proposal appears stale
260873275,"RFP: Background Fetch ",https://api.github.com/repos/mozilla/standards-positions/issues/30,1,2017-09-27T07:27:40Z,2020-04-15T10:19:44Z,marcoscaceres,w3c-cg|under review
260870471,Media Session API,https://api.github.com/repos/mozilla/standards-positions/issues/28,1,2017-09-27T07:15:43Z,2020-07-21T11:33:22Z,marcoscaceres,w3c
260864150,RFP: Payment Handler API,https://api.github.com/repos/mozilla/standards-positions/issues/23,2,2017-09-27T06:46:43Z,2020-09-11T06:03:56Z,marcoscaceres,w3c
259678680,activities.py loses paragraph breaks from abstract,https://api.github.com/repos/mozilla/standards-positions/issues/8,0,2017-09-22T01:33:58Z,2018-02-08T23:52:47Z,martinthomson,bug
